,Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Anschlussleistung,Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Max,amenity=restaurant,amenity=place_of_worship,amenity=cafe,amenity=fast_food,amenity=vending_machine,amenity=bar,amenity=library,amenity=marketplace,amenity=theatre,amenity=ice_cream,amenity=cinema,amenity=bbq,amenity=arts_centre,amenity=nightclub,amenity=public_bookcase,amenity=internet_cafe,amenity=food_court,amenity=biergarten,amenity=brothel,amenity=pub,museum,tourism
7095,Citywatt GmbH,Braumeisterstraße,3,,84524,Neuötting,Bayern,Landkreis Altötting,48.24125,12.708827,2020-12-30 00:00:00,245,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,240.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7097,Citywatt GmbH,Braumeisterstraße,3,,84524,Neuötting,Bayern,Landkreis Altötting,48.241385,12.708827,2020-12-30 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7134,EnBW mobility+ AG und Co.KG ,Autobahn,0,BAB6,92278,Illschwang,Bayern,Landkreis Amberg-Sulzbach,49.4242148,11.6904662,2019-08-08 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7142,EnBW mobility+ AG und Co.KG ,Autobahnraststätte Oberpfälzer Alb Süd,0,BAB6,92788,Illschwang,Bayern,Landkreis Amberg-Sulzbach,49.422812,11.687899,2019-08-09 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7156,Comfortcharge GmbH,Luitpoldstr.,13,,91550,Dinkelsbühl,Bayern,Landkreis Ansbach,49.06967,10.32721,2020-02-10 00:00:00,150,Schnellladeeinrichtung,4,DC Kupplung Combo,150.0,,DC Kupplung Combo,50.0,,AC Steckdose Typ 2,22.0,,AC Kupplung Typ 2,22,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375
7176,BP Europa SE,Am Eichelberg,2,,91567,Herrieden,Bayern,Landkreis Ansbach,49.258716641213,10.501561760902,2021-04-08 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7177,BP Europa SE,Am Eichelberg,2,,91567,Herrieden,Bayern,Landkreis Ansbach,49.258716641213,10.501561760902,2021-04-08 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7188,IONITY GmbH,Frankenhöhe Nord,0,,91589,Aurach,Bayern,Landkreis Ansbach,49.242629,10.352944,2019-12-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7189,IONITY GmbH,Frankenhöhe Nord,0,,91589,Aurach,Bayern,Landkreis Ansbach,49.242629,10.352944,2019-12-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7190,IONITY GmbH,Frankenhöhe Nord,0,,91589,Aurach,Bayern,Landkreis Ansbach,49.242629,10.352944,2019-12-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7191,IONITY GmbH,Frankenhöhe Nord,0,,91589,Aurach,Bayern,Landkreis Ansbach,49.242629,10.352944,2019-12-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7192,IONITY GmbH,Frankenhöhe Süd,0,,91589,Aurach,Bayern,Landkreis Ansbach,49.241155,10.356121,2019-12-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7193,IONITY GmbH,Frankenhöhe Süd,0,,91589,Aurach,Bayern,Landkreis Ansbach,49.241155,10.356121,2019-12-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7194,IONITY GmbH,Frankenhöhe Süd,0,,91589,Aurach,Bayern,Landkreis Ansbach,49.241155,10.356121,2019-12-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7195,IONITY GmbH,Frankenhöhe Süd,0,,91589,Aurach,Bayern,Landkreis Ansbach,49.241155,10.356121,2019-12-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7207,N-ERGIE Aktiengesellschaft,Schaffeldstraße,16,,91616,Neusitz,Bayern,Landkreis Ansbach,49.374842,10.235117,2022-03-18 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7210,IONITY GmbH,Ohrenbach Ost,0,,91620,Ohrenbach,Bayern,Landkreis Ansbach,49.485178,10.213617,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,IONITY GmbH,Ohrenbach Ost,0,,91620,Ohrenbach,Bayern,Landkreis Ansbach,49.485178,10.213617,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7212,IONITY GmbH,Ohrenbach Ost,0,,91620,Ohrenbach,Bayern,Landkreis Ansbach,49.485178,10.213617,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7213,IONITY GmbH,Ohrenbach Ost,0,,91620,Ohrenbach,Bayern,Landkreis Ansbach,49.485178,10.213617,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214,IONITY GmbH,Ohrenbach West,0,,91620,Ohrenbach,Bayern,Landkreis Ansbach,49.484956,10.211154,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7215,IONITY GmbH,Ohrenbach West,0,,91620,Ohrenbach,Bayern,Landkreis Ansbach,49.484956,10.211154,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7216,IONITY GmbH,Ohrenbach West,0,,91620,Ohrenbach,Bayern,Landkreis Ansbach,49.484956,10.211154,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7217,IONITY GmbH,Ohrenbach West,0,,91620,Ohrenbach,Bayern,Landkreis Ansbach,49.484956,10.211154,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7244,EnBW mobility+ AG und Co.KG ,Industriegebiet Süd A5,0,,63755,Alzenau-Hörstein,Bayern,Landkreis Aschaffenburg,50.04758,9.047158,2020-08-14 10:25:00,315,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7268,Fastned Deutschland GmbH & Co. KG,Aschaffenburger Straße,5,,63773,Goldbach,Bayern,Landkreis Aschaffenburg,49.993589,9.173334,2021-09-22 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7269,Fastned Deutschland GmbH & Co. KG,Aschaffenburger Straße,5,,63773,Goldbach,Bayern,Landkreis Aschaffenburg,49.993589,9.173334,2021-09-22 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7270,Fastned Deutschland GmbH & Co. KG,Aschaffenburger Straße,5,,63773,Goldbach,Bayern,Landkreis Aschaffenburg,49.993589,9.173334,2021-09-22 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7271,Fastned Deutschland GmbH & Co. KG,Aschaffenburger Straße,5,,63773,Goldbach,Bayern,Landkreis Aschaffenburg,49.993589,9.173334,2021-09-22 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7286,ALDI SÜD,Johann-Dahlem-Straße,11,,63814,Mainaschaff,Bayern,Landkreis Aschaffenburg,49.986561,9.084146,2020-09-13 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7301,Comfortcharge GmbH,Kurfürst-Eppstein-Ring,5,,63877,Sailauf,Bayern,Landkreis Aschaffenburg,50.003216,9.237995,2019-07-31 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Steckdose Typ 2,22.0,,AC Kupplung Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7303,IONITY GmbH,Spessart Nord,0,,63879,Weibersbrunn,Bayern,Landkreis Aschaffenburg,49.898302,9.394346,2019-03-29 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7304,IONITY GmbH,Spessart Nord,0,,63879,Weibersbrunn,Bayern,Landkreis Aschaffenburg,49.898302,9.394346,2019-03-29 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7305,IONITY GmbH,Spessart Nord,0,,63879,Weibersbrunn,Bayern,Landkreis Aschaffenburg,49.898302,9.394346,2019-03-29 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7306,IONITY GmbH,Spessart Nord,0,,63879,Weibersbrunn,Bayern,Landkreis Aschaffenburg,49.898302,9.394346,2019-03-29 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7309,Lechwerke AG,Nürnberger Straße,3,,86156,Augsburg,Bayern,Landkreis Augsburg,48.413971,10.854833,2021-04-22 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7310,Lechwerke AG,Nürnberger Straße,2,,86156,Augsburg,Bayern,Landkreis Augsburg,48.413841,10.854701,2021-04-22 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7326,Charge-ON GmbH,Henleinstr.,35,,86368,Gersthofen,Bayern,Landkreis Augsburg,48.4442,10.876023,2020-04-15 00:00:00,350,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7327,Charge-ON GmbH,Henleinstr.,35,,86368,Gersthofen,Bayern,Landkreis Augsburg,48.4442,10.876023,2020-04-15 00:00:00,350,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7335,Lechwerke AG,Benzstraße,14,,86391,Stadtbergen,Bayern,Landkreis Augsburg,48.37881,10.847817,2021-09-16 00:00:00,150,Schnellladeeinrichtung,3,AC Steckdose Typ 2,22.0,,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7339,EnBW mobility+ AG und Co.KG ,Via Claudia,2,,86405,Meitingen,Bayern,Landkreis Augsburg,48.5561981,10.8517875,2021-05-06 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,160.0,,DC Kupplung Combo,160.0,,,,,,,,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7368,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7369,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7370,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7371,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7372,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7373,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7374,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7375,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7376,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7377,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7378,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7379,Sortimo Innovationspark Zusmarshausen GmbH,Am Innovationspark,2,,86441,Zusmarshausen,Bayern,Landkreis Augsburg,48.40701,10.59964,2021-08-31 00:00:00,140,Schnellladeeinrichtung,1,DC Kupplung Combo,140.0,,,,,,,,,,,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7395,EnBW mobility+ AG und Co.KG ,Am Oberfeld,1,,86707,Westendorf,Bayern,Landkreis Augsburg,48.558164,10.852676,2020-04-24 00:00:00,15,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7401,EWE Go GmbH,Augsburger Straße,82,,86830,Schwabmünchen,Bayern,Landkreis Augsburg,48.197080202285,10.758514166009,2021-06-17 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7415,EnBW mobility+ AG und Co.KG ,Rudolf-Diesel-Str.,21,,97688,Bad Kissingen,Bayern,Landkreis Bad Kissingen,50.1800788,10.0783839,2021-04-14 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7416,EnBW mobility+ AG und Co.KG ,Rudolf-Diesel-Str.,22,,97688,Bad Kissingen,Bayern,Landkreis Bad Kissingen,50.1800788,10.0783839,2021-04-14 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7442,EWE Go GmbH,Pfaffenrieder Straße,28,,82515,Wolfratshausen,Bayern,Landkreis Bad Tölz-Wolfratshausen,47.900502261499,11.426585912704,2021-08-31 00:00:00,155,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471,EnBW mobility+ AG und Co.KG ,Bergbahnstraße,5,,88353,Lenggries,Bayern,Landkreis Bad Tölz-Wolfratshausen,47.680182,11.568885,2021-03-29 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7472,EnBW mobility+ AG und Co.KG ,Bergbahnstraße,5,,88353,Lenggries,Bayern,Landkreis Bad Tölz-Wolfratshausen,47.680165,11.568782,2021-04-08 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7481,EnBW mobility+ AG und Co.KG ,Industriestraße,11,,96114,Hirschaid,Bayern,Landkreis Bamberg,49.819859,11.000909,2020-07-03 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7487,EnBW mobility+ AG und Co.KG ,Gewerbepark,2,,96149,Breitengüssbach,Bayern,Landkreis Bamberg,49.973333,10.8750583,2020-07-29 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
7488,EnBW mobility+ AG und Co.KG ,Gewerbepark,2,,96149,Breitengüssbach,Bayern,Landkreis Bamberg,49.97333,10.8751216,2020-06-24 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
7500,Fastned Deutschland GmbH & Co. KG,Gewerbepark Schönthal,1,,91287,Plech,Bayern,Landkreis Bayreuth,49.66416,11.47072,2018-11-14 00:00:00,175,Schnellladeeinrichtung,1,DC Kupplung Combo,175.0,,,,,,,,,,,175.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7501,Fastned Deutschland GmbH & Co. KG,Gewerbepark Schönthal,1,,91287,Plech,Bayern,Landkreis Bayreuth,49.66416,11.47072,2018-11-14 00:00:00,175,Schnellladeeinrichtung,1,DC Kupplung Combo,175.0,,,,,,,,,,,175.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7502,Fastned Deutschland GmbH & Co. KG,Gewerbepark Schönthal,1,,91287,Plech,Bayern,Landkreis Bayreuth,49.66416,11.47072,2018-11-14 00:00:00,175,Schnellladeeinrichtung,1,DC Kupplung Combo,175.0,,,,,,,,,,,175.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7542,Landratsamt Berchtesgadener Land,Salzburger Straße,64,,83435,Bad Reichenhall,Bayern,Landkreis Berchtesgadener Land,47.7242,12.879,2014-12-05 00:00:00,33,Schnellladeeinrichtung,4,AC Kupplung Typ 2,144.0,,AC Kupplung Typ 2,11.0,,AC Schuko,3.5,,AC Schuko,3.5,,144.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7573,Mer Germany GmbH,Mittelweg,15,374,93413,Cham,Bayern,Landkreis Cham,49.201764,12.664743,2020-07-10 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7610,SÜC Energie und H2O GmbH,Dietersdorfer Str.,22A,,96145,Seßlach,Bayern,Landkreis Coburg,50.217935,10.825708,2020-04-27 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7617,SÜC Energie und H2O GmbH,Kehrlesgasse,7,,96269,Neuses an den Eichen,Bayern,Landkreis Coburg,50.178852,10.907926,2020-02-07 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7620,SWN Stadtwerke Neustadt GmbH,Dieselstraße,5,,96465,Neustadt,Bayern,Landkreis Coburg,50.325249,11.111132,2021-04-15 00:00:00,215,Schnellladeeinrichtung,4,"DC Kupplung Combo, DC CHAdeMO",150.0,,DC Kupplung Combo,150.0,,DC Kupplung Combo,43.0,,AC Steckdose Typ 2,22,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7621,SWN Stadtwerke Neustadt GmbH,Dieselstraße,5,,96465,Neustadt,Bayern,Landkreis Coburg,50.325249,11.111132,2021-04-15 00:00:00,215,Schnellladeeinrichtung,4,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,DC Kupplung Combo,43.0,,AC Steckdose Typ 2,22,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7654,Allego GmbH,Kreuzackerstraße,1,,85232,Bergkirchen,Bayern,Landkreis Dachau,48.238569,11.353808,2019-06-14 01:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7655,Allego GmbH,Kreuzackerstraße,1,,85232,Bergkirchen,Bayern,Landkreis Dachau,48.238569,11.353808,2019-06-14 01:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
